country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.710508,77.249485,PM2.5,57,250,108
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.710508,77.249485,NO2,19,74,43
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.710508,77.249485,CO,51,90,68
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.710508,77.249485,OZONE,3,30,12
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","28-06-2026 02:00:00",28.56789,77.250515,SO2,12,29,19
India,Delhi,Delhi,"Pusa, Delhi - DPCC","28-06-2026 02:00:00",28.639652,77.146275,CO,72,106,81
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","28-06-2026 02:00:00",28.498571,77.26484,CO,21,60,42
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.647622,77.315809,PM2.5,34,314,128
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.647622,77.315809,SO2,5,13,8
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","28-06-2026 02:00:00",28.647622,77.315809,OZONE,7,37,18
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","28-06-2026 02:00:00",22.969611,72.6435,NH3,2,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","28-06-2026 02:00:00",22.969611,72.6435,OZONE,38,38,38
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","28-06-2026 02:00:00",30.379589,76.778328,PM2.5,45,84,65
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","28-06-2026 02:00:00",30.379589,76.778328,NO2,20,51,30
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","28-06-2026 02:00:00",30.379589,76.778328,SO2,15,32,22
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","28-06-2026 02:00:00",28.3419248,77.319699,PM2.5,69,500,196
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","28-06-2026 02:00:00",28.3419248,77.319699,OZONE,13,26,21
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","28-06-2026 02:00:00",28.806223,76.141105,PM10,98,104,101
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","28-06-2026 02:00:00",28.593883,76.270653,PM2.5,66,266,132
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","28-06-2026 02:00:00",28.2068,76.7997,NO2,16,55,37
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","28-06-2026 02:00:00",28.2068,76.7997,SO2,4,10,7
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","28-06-2026 02:00:00",28.376058,77.315741,PM10,163,285,218
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","28-06-2026 02:00:00",28.376058,77.315741,SO2,3,10,6
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","28-06-2026 02:00:00",28.39072,77.30059,PM2.5,70,302,110
