system:index,tropospheric_HCHO_column_number_density,.geo
227,1.605489614629141E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,11.633182929347804]}"
228,2.0298011055180847E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,11.633182929347804]}"
229,1.7566272079396243E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,11.633182929347804]}"
230,1.7060963283756437E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,11.633182929347804]}"
231,1.129118189097508E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75105308534059,11.633182929347804]}"
232,2.3581685177847603E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.68306268706968,11.723014457759755]}"
233,1.5734421785819702E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,11.723014457759755]}"
234,1.6061835688879056E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,11.723014457759755]}"
235,1.8173652236089046E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,11.723014457759755]}"
236,1.9704728417449811E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,11.723014457759755]}"
237,1.8414840905092285E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54581840878363,11.723014457759755]}"
238,1.6810703887068664E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,11.812845986171707]}"
239,1.5773745882783155E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.67120949960116,11.812845986171707]}"
240,1.6416555432911256E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,11.812845986171707]}"
241,1.5884918047849415E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,11.812845986171707]}"
242,1.6924023082725968E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,11.812845986171707]}"
243,1.882192018790908E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27632382354777,11.812845986171707]}"
244,1.9675368734202613E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.54581840878363,11.812845986171707]}"
245,1.740622711163021E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,11.90267751458366]}"
246,1.6397057388081626E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,11.90267751458366]}"
247,1.4918185215804806E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,11.90267751458366]}"
248,1.6716257986549814E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,11.90267751458366]}"
249,1.9503454507779365E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,11.90267751458366]}"
250,2.1676509853379923E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.32373657342187,11.99250904299561]}"
251,2.468597157984971E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,11.99250904299561]}"
252,1.8469547919048438E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,11.99250904299561]}"
253,1.7185742083924256E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,11.99250904299561]}"
254,1.6963008870386298E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,11.99250904299561]}"
255,1.8445152400646832E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4678400678402,11.99250904299561]}"
256,9.904891259263342E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66122155692864,11.99250904299561]}"
257,1.1397755429334181E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9307161421645,11.99250904299561]}"
258,2.278712741777851E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.082340571407563]}"
259,1.9180017730384286E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.082340571407563]}"
260,1.7603209342875956E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,12.082340571407563]}"
261,1.768791115757763E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.082340571407563]}"
262,1.7118776071199012E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.082340571407563]}"
263,1.701221703371774E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.082340571407563]}"
264,1.8021215501995628E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,12.082340571407563]}"
265,1.8107089837805397E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,12.082340571407563]}"
266,1.179742289788926E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66122155692864,12.082340571407563]}"
267,9.915214880437678E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.75105308534059,12.082340571407563]}"
268,2.2136220923774336E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.172172099819516]}"
269,1.7975795976018648E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.31188338595335,12.172172099819516]}"
270,1.720914887044424E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.172172099819516]}"
271,1.7622068701270358E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.172172099819516]}"
272,1.7662361854535382E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.172172099819516]}"
273,1.8958513372826645E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,12.172172099819516]}"
274,1.7622267490782442E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,12.172172099819516]}"
275,1.3834481187983275E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.66122155692864,12.172172099819516]}"
276,2.2009433183074598E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.23390504500992,12.262003628231469]}"
277,1.5558897672687314E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,12.262003628231469]}"
278,1.5378849579816245E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.262003628231469]}"
279,1.813940029996125E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.262003628231469]}"
280,1.8138552662590288E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.262003628231469]}"
281,1.7484477619068452E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,12.262003628231469]}"
282,2.091558463820033E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,12.262003628231469]}"
283,1.8304609764841417E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,12.262003628231469]}"
284,1.7592972659510997E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.262003628231469]}"
285,1.9236371360097738E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,12.262003628231469]}"
286,1.755781162871781E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.27632382354777,12.262003628231469]}"
287,1.779924733937546E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,12.262003628231469]}"
288,1.9203116597205902E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.72548146560753,12.262003628231469]}"
289,1.774938803776066E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81531299401948,12.262003628231469]}"
290,1.750289744582828E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.35183515664342]}"
291,1.8547088309929922E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.35183515664342]}"
292,1.781119138963225E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,12.35183515664342]}"
293,1.8390745512530962E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.03053561324897,12.35183515664342]}"
294,1.8473010705692325E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.35183515664342]}"
295,1.81063462046255E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.00682923831191,12.35183515664342]}"
296,1.86094452455522E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18649229513582,12.35183515664342]}"
297,1.8998596510986796E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.441666685055372]}"
298,1.7168634088419869E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.95255727230554,12.441666685055372]}"
299,2.067218502463066E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19834548260434,12.441666685055372]}"
300,1.779500723264545E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.441666685055372]}"
301,1.8638611495849853E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.91699770989996,12.441666685055372]}"
302,1.795319373900122E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,12.441666685055372]}"
303,1.6502697758729386E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,12.531498213467325]}"
304,1.8367091833764105E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.531498213467325]}"
305,2.0403803243239252E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,12.531498213467325]}"
306,2.024894780304137E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,12.531498213467325]}"
307,1.7820553324101026E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,12.531498213467325]}"
308,1.8535937977063048E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.63564993719558,12.531498213467325]}"
309,1.1406740943337784E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.84088461375255,12.531498213467325]}"
310,2.2176071726986036E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,12.621329741879277]}"
311,1.784368375606073E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,12.621329741879277]}"
312,2.042059776822342E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.621329741879277]}"
313,1.8267181919873486E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.56952478372068,12.621329741879277]}"
314,1.9511300730954025E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,12.621329741879277]}"
315,1.71305191921446E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.621329741879277]}"
316,1.7696641696754E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,12.621329741879277]}"
317,1.909359392804113E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.36615535195972,12.621329741879277]}"
318,1.676061682423734E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.99497605084339,12.621329741879277]}"
319,1.6170383437514324E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.17463910766729,12.621329741879277]}"
320,1.1567996726118352E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[92.9307161421645,12.621329741879277]}"
321,2.1696669773883442E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.711161270291228]}"
322,2.1647038257263922E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.711161270291228]}"
323,1.6134032815104344E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.86272574389359,12.711161270291228]}"
324,1.741423929564764E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.13222032912944,12.711161270291228]}"
325,1.8038860670202298E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.49154644277725,12.711161270291228]}"
326,2.0514295559621428E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.711161270291228]}"
327,1.9234224180783447E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.47969325530873,12.711161270291228]}"
328,1.8440783817010297E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.711161270291228]}"
329,1.8834936223884727E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45598688037167,12.711161270291228]}"
330,2.1745768879535845E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.87457893136211,12.80099279870318]}"
331,2.2940710797259725E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.05424198818602,12.80099279870318]}"
332,2.2728769080762097E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.50339963024578,12.80099279870318]}"
333,2.173206115832729E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.80099279870318]}"
334,1.6910979577245485E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.77289421548164,12.80099279870318]}"
335,1.8134161549355444E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.80099279870318]}"
336,2.1035474950709888E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.94070408483701,12.80099279870318]}"
337,1.6859252499296725E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,12.80099279870318]}"
338,1.8652923786996816E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.09666076672387,12.80099279870318]}"
339,2.0287520928212322E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81531299401948,12.80099279870318]}"
340,2.3146892556533122E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.890824327115133]}"
341,1.8284309164117967E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.890824327115133]}"
342,1.8509890698471324E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,12.890824327115133]}"
343,1.9980362787052185E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.85087255642506,12.890824327115133]}"
344,2.0001337231638163E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.12036714166092,12.890824327115133]}"
345,2.2375937841405912E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.14407351659797,12.980655855527084]}"
346,2.3527509600768882E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.41356810183383,12.980655855527084]}"
347,1.8853321130325466E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.59323115865773,12.980655855527084]}"
348,1.8321549505510666E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.4017149143653,12.980655855527084]}"
349,2.2074960526871954E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,12.980655855527084]}"
350,1.9573782062915485E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.65935631213263,12.980655855527084]}"
351,1.9592786498270388E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74918784054458,12.980655855527084]}"
352,1.733974444905136E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.37800853942825,12.980655855527084]}"
353,1.731240199056502E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,12.980655855527084]}"
354,1.8694998839791088E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6475031246641,12.980655855527084]}"
355,1.843599957902946E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,12.980655855527084]}"
356,1.8367122978976385E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.45598688037167,12.980655855527084]}"
357,1.8259412226505055E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5813779711892,13.070487383939037]}"
358,1.9768597316448223E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.76104102801311,13.070487383939037]}"
359,2.1059136074768906E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.38986172689677,13.070487383939037]}"
360,1.746535758516437E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.83901936895654,13.070487383939037]}"
361,1.6957844282388998E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.01868242578044,13.070487383939037]}"
362,1.72079638576852E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.10851395419239,13.070487383939037]}"
363,1.7008387515532147E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2881770110163,13.070487383939037]}"
364,1.8482411167120857E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.55767159625215,13.070487383939037]}"
365,1.8509048493621058E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73733465307606,13.070487383939037]}"
366,1.9715679054821612E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81531299401948,13.070487383939037]}"
367,1.7737550021766052E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.26447063607924,13.070487383939037]}"
368,9.719882826421385E-5,"{""geodesic"":false,""type"":""Point"",""coordinates"":[93.02054767057645,13.070487383939037]}"
